Date,Origin_Prefecture,Destination_Prefecture,Vehicle_Type,Cargo_Weight_Tons,Status
2023-06-06,広島県,宮城県,Large_Truck,5.4,Completed
2023-07-02,愛知県,広島県,Large_Truck,7.2,On_Time
2023-04-13,宮城県,愛知県,Light_Van,22.7,On_Time
2023-03-23,宮城県,大阪府,Refrigerated,35.7,On_Time
2023-11-18,福岡県,大阪府,Light_Van,18.9,On_Time
2023-01-23,愛知県,福岡県,Light_Van,4.0,Completed
2024-01-26,大阪府,東京都,Refrigerated,24.5,On_Time
2023-05-12,愛知県,広島県,Medium_Truck,3.5,Completed
2023-11-15,愛知県,福岡県,Large_Truck,11.6,On_Time
2023-05-11,宮城県,北海道,Refrigerated,12.9,Completed
2023-02-03,愛知県,宮城県,Large_Truck,17.8,Delayed
2023-08-17,北海道,東京都,Medium_Truck,11.5,On_Time
2023-06-09,大阪府,東京都,Refrigerated,13.4,Delayed
2023-11-19,宮城県,東京都,Refrigerated,22.4,Delayed
2023-12-29,愛知県,東京都,Light_Van,20.8,On_Time
2023-07-26,広島県,愛知県,Large_Truck,14.0,Delayed
2023-03-27,広島県,福岡県,Light_Van,8.9,On_Time
2023-11-25,愛知県,福岡県,Large_Truck,1.0,On_Time
2023-12-19,東京都,宮城県,Light_Van,18.5,Completed
2024-01-21,宮城県,北海道,Medium_Truck,5.9,Delayed
2023-09-12,広島県,愛知県,Refrigerated,8.2,Completed
2023-03-05,大阪府,広島県,Refrigerated,15.4,Completed
2023-06-30,広島県,宮城県,Medium_Truck,16.5,Completed
2023-03-03,大阪府,東京都,Light_Van,29.0,Delayed
2023-12-07,福岡県,広島県,Medium_Truck,30.0,On_Time
2023-07-06,北海道,大阪府,Refrigerated,3.9,On_Time
2023-10-31,広島県,大阪府,Large_Truck,19.0,Completed
2023-04-10,東京都,宮城県,Refrigerated,11.1,Delayed
2023-01-09,愛知県,東京都,Large_Truck,8.2,Completed
2023-10-23,宮城県,福岡県,Large_Truck,5.0,Delayed
2023-06-14,広島県,福岡県,Large_Truck,2.1,Completed
2023-06-07,宮城県,北海道,Refrigerated,3.7,Delayed
2023-11-02,大阪府,宮城県,Large_Truck,24.9,Delayed
2023-11-16,愛知県,宮城県,Refrigerated,16.7,Delayed
2023-12-08,愛知県,東京都,Refrigerated,34.6,On_Time
2023-10-02,福岡県,北海道,Refrigerated,1.6,Completed
2023-10-29,北海道,東京都,Refrigerated,1.3,Delayed
2023-03-15,宮城県,福岡県,Large_Truck,8.0,Delayed
2023-06-22,宮城県,広島県,Light_Van,10.9,Delayed
2023-09-10,宮城県,愛知県,Refrigerated,14.7,Completed
2024-01-10,宮城県,大阪府,Light_Van,1.7,Completed
2023-11-21,愛知県,福岡県,Light_Van,16.3,Completed
2023-11-12,福岡県,広島県,Refrigerated,19.8,Completed
2023-03-11,宮城県,大阪府,Refrigerated,14.7,On_Time
2023-11-21,北海道,東京都,Large_Truck,17.9,Delayed
2023-03-08,福岡県,東京都,Large_Truck,6.6,On_Time
2023-08-19,大阪府,北海道,Refrigerated,3.6,Completed
2023-01-13,広島県,愛知県,Refrigerated,23.1,On_Time
2023-10-09,広島県,宮城県,Large_Truck,1.4,Delayed
2023-11-30,東京都,福岡県,Light_Van,6.2,Completed
2024-01-21,東京都,北海道,Large_Truck,12.2,Delayed
2023-06-16,東京都,北海道,Medium_Truck,18.5,Completed
2023-03-18,大阪府,広島県,Medium_Truck,24.2,Delayed
2023-02-25,愛知県,福岡県,Light_Van,6.2,On_Time
2023-12-02,東京都,宮城県,Medium_Truck,15.2,On_Time
2023-04-22,愛知県,福岡県,Medium_Truck,9.6,Delayed
2023-07-22,宮城県,愛知県,Refrigerated,20.0,Delayed
2023-11-10,愛知県,福岡県,Large_Truck,1.8,On_Time
2023-03-11,広島県,北海道,Light_Van,26.0,Completed
2023-10-14,愛知県,大阪府,Light_Van,8.8,Delayed
2023-03-06,大阪府,東京都,Refrigerated,34.0,Completed
2023-06-09,宮城県,愛知県,Light_Van,21.5,Delayed
2023-05-08,福岡県,東京都,Light_Van,20.0,On_Time
2023-02-15,広島県,愛知県,Refrigerated,15.3,On_Time
2023-03-31,愛知県,広島県,Light_Van,30.9,Delayed
2023-04-24,愛知県,宮城県,Large_Truck,14.6,Delayed
2023-11-08,東京都,福岡県,Large_Truck,16.4,Completed
2023-04-01,大阪府,北海道,Medium_Truck,19.9,Delayed
2023-06-04,福岡県,東京都,Medium_Truck,9.7,Completed
2023-08-22,広島県,北海道,Refrigerated,15.2,On_Time
2023-10-13,北海道,大阪府,Refrigerated,3.3,On_Time
2023-07-04,広島県,東京都,Large_Truck,8.4,Delayed
2023-10-30,東京都,北海道,Refrigerated,5.0,Delayed
2023-01-01,大阪府,北海道,Refrigerated,9.8,Completed
2023-01-15,大阪府,福岡県,Large_Truck,8.8,Completed
2024-01-01,福岡県,北海道,Light_Van,17.7,Delayed
2023-06-25,東京都,福岡県,Medium_Truck,17.8,Completed
2023-02-06,愛知県,宮城県,Medium_Truck,4.5,On_Time
2023-07-15,宮城県,東京都,Light_Van,19.4,Delayed
2024-01-11,愛知県,宮城県,Refrigerated,18.7,Completed
2023-12-28,北海道,大阪府,Medium_Truck,13.9,On_Time
2023-06-04,愛知県,宮城県,Refrigerated,13.2,Completed
2023-08-30,大阪府,愛知県,Medium_Truck,22.6,Delayed
2023-06-30,広島県,東京都,Light_Van,5.2,Delayed
2023-11-03,福岡県,北海道,Refrigerated,18.5,Completed
2023-02-20,大阪府,宮城県,Light_Van,22.2,Delayed
2023-10-31,宮城県,広島県,Medium_Truck,8.4,Delayed
2023-06-12,宮城県,福岡県,Refrigerated,11.0,Completed
2023-08-28,東京都,大阪府,Medium_Truck,15.3,On_Time
2023-12-09,大阪府,福岡県,Refrigerated,3.1,On_Time
2023-05-20,福岡県,大阪府,Light_Van,22.8,Delayed
2023-01-11,東京都,北海道,Medium_Truck,4.7,Delayed
2023-10-20,広島県,大阪府,Large_Truck,4.2,On_Time
2023-09-05,宮城県,広島県,Large_Truck,13.2,On_Time
2023-02-07,宮城県,大阪府,Large_Truck,16.0,Delayed
2024-01-27,大阪府,福岡県,Medium_Truck,23.1,Delayed
2023-05-10,東京都,北海道,Medium_Truck,20.5,Delayed
2023-06-07,宮城県,北海道,Medium_Truck,23.2,On_Time
2023-09-25,広島県,福岡県,Light_Van,2.7,Delayed
2023-04-06,大阪府,東京都,Refrigerated,11.2,Completed
2023-04-10,広島県,東京都,Medium_Truck,9.5,On_Time
2023-01-25,東京都,愛知県,Light_Van,6.0,Completed
2023-05-01,広島県,北海道,Refrigerated,7.0,On_Time
2024-01-03,広島県,宮城県,Light_Van,15.3,Completed
2023-03-18,大阪府,福岡県,Large_Truck,34.0,On_Time
2023-10-04,大阪府,宮城県,Light_Van,23.3,On_Time
2023-06-06,大阪府,東京都,Refrigerated,13.1,Delayed
2023-06-19,大阪府,宮城県,Refrigerated,21.7,Completed
2024-01-16,福岡県,愛知県,Large_Truck,10.8,Delayed
2023-10-13,大阪府,愛知県,Light_Van,13.2,Completed
2023-08-27,愛知県,東京都,Refrigerated,13.8,Completed
2024-01-09,宮城県,大阪府,Medium_Truck,4.9,On_Time
2023-12-30,大阪府,東京都,Medium_Truck,17.9,Completed
2023-01-29,宮城県,東京都,Light_Van,4.3,Delayed
2023-07-21,愛知県,宮城県,Large_Truck,4.2,On_Time
2023-12-08,大阪府,北海道,Light_Van,35.1,On_Time
2023-10-23,北海道,福岡県,Light_Van,12.3,On_Time
2023-08-13,東京都,広島県,Light_Van,10.0,On_Time
2023-04-15,大阪府,北海道,Refrigerated,21.9,On_Time
2023-05-05,東京都,大阪府,Medium_Truck,20.5,Completed
2023-02-26,東京都,愛知県,Large_Truck,7.0,On_Time
2023-10-27,広島県,東京都,Light_Van,21.8,On_Time
2023-09-07,福岡県,北海道,Medium_Truck,20.0,Completed
2023-03-07,愛知県,宮城県,Light_Van,24.7,On_Time
2024-01-26,東京都,福岡県,Large_Truck,4.8,On_Time
2023-03-18,東京都,大阪府,Refrigerated,30.2,Delayed
2023-04-03,東京都,福岡県,Large_Truck,10.9,Delayed
2023-05-18,東京都,北海道,Large_Truck,23.0,Completed
2023-04-12,東京都,大阪府,Refrigerated,23.6,Delayed
2023-03-11,北海道,宮城県,Large_Truck,36.0,On_Time
2023-03-17,東京都,宮城県,Light_Van,36.0,Delayed
2023-01-25,広島県,大阪府,Medium_Truck,17.2,Completed
2024-01-23,広島県,北海道,Medium_Truck,8.2,On_Time
2023-09-14,福岡県,愛知県,Light_Van,21.8,Completed
2023-03-14,東京都,大阪府,Refrigerated,25.5,On_Time
2023-02-21,大阪府,広島県,Light_Van,21.9,On_Time
2023-02-20,福岡県,北海道,Large_Truck,6.2,On_Time
2023-01-06,宮城県,大阪府,Light_Van,8.1,Completed
2023-06-04,広島県,福岡県,Refrigerated,20.0,Completed
2024-01-19,大阪府,北海道,Refrigerated,5.5,Completed
2023-04-06,福岡県,愛知県,Refrigerated,17.1,Delayed
2023-02-27,愛知県,東京都,Medium_Truck,11.6,Delayed
2023-11-18,東京都,愛知県,Large_Truck,15.1,On_Time
2023-05-25,広島県,宮城県,Light_Van,16.9,Delayed
2024-01-04,宮城県,福岡県,Medium_Truck,22.1,Completed
2023-10-17,北海道,福岡県,Light_Van,23.2,Delayed
2023-12-03,宮城県,東京都,Large_Truck,29.2,Delayed
2023-11-23,愛知県,宮城県,Large_Truck,4.4,Delayed
2023-12-01,福岡県,大阪府,Medium_Truck,29.8,Delayed
2023-04-27,宮城県,大阪府,Light_Van,12.9,Delayed
2023-11-02,愛知県,福岡県,Light_Van,10.4,Delayed
2023-02-20,宮城県,北海道,Large_Truck,24.0,On_Time
2023-11-27,宮城県,広島県,Large_Truck,8.5,On_Time
2023-10-31,北海道,愛知県,Refrigerated,7.4,On_Time
2023-11-16,大阪府,広島県,Large_Truck,6.8,Completed
2023-12-06,福岡県,愛知県,Large_Truck,19.6,On_Time
2023-03-29,東京都,北海道,Refrigerated,36.8,Delayed
2023-05-25,東京都,広島県,Light_Van,15.9,Delayed
2023-01-03,福岡県,東京都,Medium_Truck,13.5,On_Time
2023-07-30,北海道,愛知県,Medium_Truck,15.4,Completed
2023-06-18,愛知県,大阪府,Large_Truck,4.4,Completed
2023-12-21,大阪府,東京都,Large_Truck,27.3,On_Time
2023-07-02,東京都,愛知県,Large_Truck,22.3,Delayed
2023-01-31,広島県,東京都,Large_Truck,4.5,Completed
2023-03-02,宮城県,福岡県,Refrigerated,24.9,Delayed
2023-12-16,北海道,宮城県,Light_Van,3.1,Completed
2023-10-26,大阪府,北海道,Large_Truck,21.7,On_Time
2023-06-17,大阪府,広島県,Light_Van,24.8,Delayed
2023-02-13,北海道,広島県,Refrigerated,17.7,On_Time
2023-08-26,大阪府,宮城県,Refrigerated,1.8,On_Time
2024-01-15,福岡県,広島県,Large_Truck,8.0,Delayed
2023-11-27,東京都,広島県,Refrigerated,6.5,On_Time
2023-03-28,愛知県,福岡県,Refrigerated,9.5,On_Time
2023-09-07,東京都,愛知県,Medium_Truck,12.4,Completed
2023-05-16,広島県,東京都,Light_Van,5.2,Completed
2023-04-11,宮城県,大阪府,Medium_Truck,19.0,Delayed
2023-05-06,宮城県,広島県,Light_Van,14.8,Delayed
2023-04-19,東京都,広島県,Light_Van,5.4,Delayed
2023-09-24,宮城県,北海道,Light_Van,17.6,Delayed
2023-05-07,愛知県,福岡県,Large_Truck,10.4,On_Time
2023-01-21,北海道,大阪府,Light_Van,2.2,On_Time
2023-09-19,東京都,愛知県,Large_Truck,24.4,Completed
2024-01-18,東京都,北海道,Medium_Truck,19.4,On_Time
2023-01-09,大阪府,福岡県,Light_Van,23.7,On_Time
2023-10-31,北海道,大阪府,Large_Truck,13.8,Completed
2023-03-06,東京都,北海道,Large_Truck,24.6,Delayed
2024-01-21,愛知県,北海道,Refrigerated,18.1,Completed
2024-01-27,大阪府,宮城県,Large_Truck,4.8,Completed
2023-12-20,広島県,福岡県,Light_Van,5.9,On_Time
2023-05-14,福岡県,東京都,Light_Van,18.6,On_Time
2023-06-18,宮城県,大阪府,Light_Van,1.6,On_Time
2023-02-19,福岡県,大阪府,Light_Van,18.4,Completed
2023-01-30,北海道,大阪府,Refrigerated,10.7,Delayed
2023-11-28,広島県,愛知県,Medium_Truck,5.2,On_Time
2023-07-01,福岡県,広島県,Light_Van,4.0,Completed
2024-01-01,宮城県,北海道,Light_Van,19.3,Completed
2023-01-31,東京都,大阪府,Large_Truck,9.8,Completed
2024-02-01,広島県,宮城県,Light_Van,3.6,Completed
2023-07-26,大阪府,広島県,Light_Van,1.3,Delayed
2023-07-27,宮城県,福岡県,Light_Van,6.9,On_Time
2024-01-04,広島県,福岡県,Large_Truck,12.0,On_Time
2023-04-13,広島県,東京都,Medium_Truck,14.7,Completed
2023-06-01,東京都,北海道,Large_Truck,19.9,Completed
2023-06-12,北海道,広島県,Light_Van,4.0,On_Time
2023-01-12,東京都,広島県,Light_Van,10.7,Completed
2023-02-11,大阪府,愛知県,Light_Van,6.4,Delayed
2023-02-10,宮城県,北海道,Refrigerated,8.4,Completed
2023-08-29,北海道,愛知県,Medium_Truck,9.4,On_Time
2023-06-27,東京都,宮城県,Large_Truck,5.2,Delayed
2023-03-04,東京都,愛知県,Light_Van,3.6,On_Time
2023-06-12,広島県,北海道,Light_Van,24.4,On_Time
2023-02-26,北海道,愛知県,Refrigerated,6.9,Delayed
2023-02-06,北海道,広島県,Large_Truck,13.1,Completed
2023-11-02,大阪府,宮城県,Large_Truck,24.6,Delayed
2023-01-29,宮城県,愛知県,Large_Truck,24.0,On_Time
2023-02-03,東京都,宮城県,Large_Truck,13.9,Completed
2024-01-12,広島県,東京都,Medium_Truck,24.8,Delayed
2023-06-16,東京都,福岡県,Large_Truck,4.7,On_Time
2023-04-16,北海道,愛知県,Refrigerated,13.5,Completed
2024-01-11,宮城県,北海道,Large_Truck,20.5,Delayed
2023-03-11,広島県,大阪府,Light_Van,29.5,Completed
2023-07-05,広島県,北海道,Light_Van,24.0,On_Time
2023-11-11,愛知県,大阪府,Refrigerated,10.8,On_Time
2023-05-21,北海道,宮城県,Large_Truck,14.4,Delayed
2023-12-12,宮城県,北海道,Medium_Truck,32.8,On_Time
2023-08-29,北海道,宮城県,Large_Truck,9.3,Completed
2023-04-05,宮城県,福岡県,Large_Truck,8.9,Delayed
2023-06-09,福岡県,北海道,Refrigerated,17.3,Delayed
2023-04-12,福岡県,広島県,Medium_Truck,6.3,Delayed
2023-06-19,福岡県,東京都,Medium_Truck,15.2,Completed
2023-01-27,福岡県,北海道,Refrigerated,19.3,Delayed
2023-11-11,広島県,宮城県,Medium_Truck,1.6,Completed
2023-04-13,宮城県,愛知県,Light_Van,13.0,Delayed
2023-10-25,北海道,福岡県,Light_Van,17.9,Completed
2023-11-30,愛知県,広島県,Light_Van,18.2,On_Time
2023-12-20,北海道,広島県,Light_Van,5.6,On_Time
2023-03-03,愛知県,福岡県,Medium_Truck,18.1,On_Time
2024-01-21,広島県,北海道,Medium_Truck,14.5,Completed
2023-04-30,北海道,福岡県,Medium_Truck,9.4,Completed
2023-03-29,東京都,大阪府,Medium_Truck,7.2,Completed
2023-08-29,東京都,広島県,Large_Truck,11.8,Delayed
2023-01-15,宮城県,愛知県,Large_Truck,9.1,On_Time
2023-06-02,愛知県,大阪府,Light_Van,14.6,Delayed
2023-08-16,福岡県,宮城県,Medium_Truck,21.9,On_Time
2023-05-15,広島県,大阪府,Light_Van,16.4,Delayed
2023-01-13,北海道,福岡県,Large_Truck,13.0,On_Time
2023-02-12,広島県,愛知県,Large_Truck,8.6,On_Time
2024-01-13,広島県,愛知県,Large_Truck,18.5,Completed
2024-01-19,福岡県,大阪府,Refrigerated,4.5,Completed
2023-07-20,東京都,愛知県,Light_Van,4.9,On_Time
2023-03-30,広島県,東京都,Light_Van,19.1,Delayed
2024-01-04,宮城県,大阪府,Light_Van,17.4,On_Time
2023-07-23,愛知県,宮城県,Large_Truck,19.0,Delayed
2023-11-10,大阪府,東京都,Light_Van,16.5,On_Time
2023-12-21,宮城県,大阪府,Large_Truck,15.7,On_Time
2024-01-18,広島県,宮城県,Medium_Truck,23.7,Completed
2023-03-12,北海道,大阪府,Refrigerated,35.1,On_Time
2023-05-28,福岡県,愛知県,Medium_Truck,21.8,On_Time
2023-09-09,東京都,広島県,Light_Van,24.0,Completed
2023-03-11,宮城県,愛知県,Medium_Truck,6.6,Completed
2023-10-24,愛知県,広島県,Large_Truck,5.5,Delayed
2023-10-04,大阪府,宮城県,Large_Truck,21.4,Delayed
2023-08-28,北海道,大阪府,Refrigerated,17.4,On_Time
2023-10-07,宮城県,大阪府,Large_Truck,2.4,On_Time
2023-06-09,大阪府,広島県,Light_Van,20.1,On_Time
2023-02-27,宮城県,東京都,Large_Truck,1.7,Delayed
2023-07-23,東京都,愛知県,Light_Van,1.1,Delayed
2023-06-18,広島県,大阪府,Large_Truck,1.7,Delayed
2023-04-08,愛知県,大阪府,Medium_Truck,16.0,On_Time
2023-04-11,愛知県,大阪府,Medium_Truck,5.9,Delayed
2023-08-22,福岡県,愛知県,Refrigerated,23.2,Delayed
2023-04-13,大阪府,広島県,Medium_Truck,10.0,Delayed
2023-12-11,宮城県,愛知県,Large_Truck,27.8,Delayed
2023-10-19,宮城県,東京都,Refrigerated,4.1,Completed
2023-08-21,北海道,東京都,Medium_Truck,8.7,On_Time
2023-09-19,東京都,大阪府,Light_Van,10.6,Completed
2023-02-21,大阪府,福岡県,Light_Van,9.2,Completed
2023-12-04,愛知県,大阪府,Medium_Truck,31.2,On_Time
2023-07-20,大阪府,広島県,Large_Truck,7.5,On_Time
2023-08-23,福岡県,北海道,Large_Truck,9.2,Delayed
2023-03-29,北海道,福岡県,Large_Truck,15.4,Completed
2023-11-15,北海道,広島県,Light_Van,4.6,Completed
2024-01-01,東京都,大阪府,Light_Van,24.0,Delayed
2023-07-13,愛知県,北海道,Large_Truck,3.2,Delayed
2023-01-08,愛知県,北海道,Medium_Truck,17.2,Delayed
2023-09-02,宮城県,愛知県,Refrigerated,3.5,Completed
2023-11-02,大阪府,北海道,Light_Van,8.4,Completed
2023-06-10,東京都,愛知県,Medium_Truck,11.7,On_Time
2023-01-27,広島県,大阪府,Large_Truck,16.9,On_Time
2023-10-17,大阪府,愛知県,Medium_Truck,20.9,Completed
2023-08-15,広島県,福岡県,Large_Truck,24.5,On_Time
2024-01-27,広島県,愛知県,Large_Truck,17.8,On_Time
2023-12-08,東京都,大阪府,Light_Van,36.7,On_Time
2023-06-13,大阪府,東京都,Medium_Truck,20.2,On_Time
2023-05-14,東京都,宮城県,Medium_Truck,1.6,Completed
2023-04-27,福岡県,宮城県,Refrigerated,10.2,Completed
2023-05-15,宮城県,北海道,Refrigerated,13.7,Completed
2023-01-30,大阪府,愛知県,Medium_Truck,10.6,On_Time
2023-08-11,福岡県,北海道,Light_Van,11.7,Delayed
2023-12-19,東京都,広島県,Medium_Truck,9.0,Completed
2023-07-08,宮城県,東京都,Refrigerated,19.6,Delayed
2023-09-08,宮城県,大阪府,Medium_Truck,11.2,On_Time
2024-01-16,北海道,東京都,Refrigerated,17.9,Delayed
2023-07-04,北海道,宮城県,Light_Van,14.2,Delayed
2023-02-01,北海道,東京都,Large_Truck,5.7,Completed
2023-11-16,広島県,大阪府,Medium_Truck,14.0,On_Time
2023-10-23,宮城県,広島県,Refrigerated,15.9,On_Time
2023-10-01,北海道,広島県,Light_Van,19.5,On_Time
2023-01-06,広島県,北海道,Refrigerated,4.1,Delayed
2023-04-17,広島県,宮城県,Medium_Truck,5.3,On_Time
2023-04-06,福岡県,広島県,Refrigerated,19.5,Delayed
2023-06-27,広島県,愛知県,Large_Truck,9.4,On_Time
2023-06-17,東京都,福岡県,Medium_Truck,8.7,Completed
2023-01-24,宮城県,福岡県,Light_Van,18.8,Completed
2023-08-27,大阪府,宮城県,Medium_Truck,5.0,Completed
2023-03-17,愛知県,北海道,Large_Truck,18.2,Delayed
2023-10-10,宮城県,大阪府,Medium_Truck,20.1,Completed
2023-10-09,広島県,大阪府,Light_Van,1.2,On_Time
2023-12-20,大阪府,東京都,Medium_Truck,2.0,Completed
2023-11-25,愛知県,福岡県,Medium_Truck,3.7,Delayed
2023-11-13,東京都,宮城県,Light_Van,20.6,Delayed
2023-12-30,福岡県,愛知県,Large_Truck,6.8,Completed
2023-01-22,愛知県,北海道,Large_Truck,23.6,Completed
2023-10-03,愛知県,宮城県,Light_Van,4.8,On_Time
2024-01-18,福岡県,東京都,Light_Van,15.3,Delayed
2023-09-26,宮城県,北海道,Medium_Truck,6.4,On_Time
2023-08-30,宮城県,北海道,Refrigerated,24.2,Completed
2023-05-23,大阪府,広島県,Refrigerated,8.8,On_Time
2023-11-16,愛知県,北海道,Light_Van,4.5,On_Time
2023-09-08,宮城県,北海道,Large_Truck,7.1,Delayed
2023-10-14,宮城県,北海道,Large_Truck,17.3,Delayed
2023-01-16,北海道,広島県,Light_Van,14.6,Delayed
2023-08-31,北海道,東京都,Refrigerated,9.4,On_Time
2023-10-30,広島県,北海道,Light_Van,8.6,Delayed
2023-04-18,愛知県,宮城県,Light_Van,7.2,On_Time
2023-03-23,北海道,愛知県,Refrigerated,22.2,Completed
2023-05-19,愛知県,福岡県,Medium_Truck,2.1,Delayed
2023-10-22,愛知県,広島県,Large_Truck,9.2,On_Time
2023-10-18,東京都,北海道,Refrigerated,8.6,On_Time
2023-11-19,宮城県,大阪府,Light_Van,2.3,Delayed
2023-12-20,愛知県,東京都,Large_Truck,29.6,Delayed
2023-10-29,東京都,愛知県,Large_Truck,22.6,Completed
2023-10-24,広島県,福岡県,Medium_Truck,15.4,Delayed
2023-02-16,宮城県,愛知県,Light_Van,9.7,Completed
2024-02-04,東京都,大阪府,Medium_Truck,20.3,Delayed
2023-01-16,愛知県,宮城県,Refrigerated,4.1,Completed
2023-07-06,宮城県,福岡県,Refrigerated,14.9,Completed
2023-06-06,北海道,福岡県,Light_Van,19.6,Delayed
2023-02-14,北海道,愛知県,Light_Van,1.4,Completed
2023-12-02,福岡県,広島県,Light_Van,15.0,On_Time
2023-12-30,大阪府,広島県,Large_Truck,23.3,Delayed
2023-08-22,福岡県,大阪府,Refrigerated,24.5,On_Time
2023-10-25,大阪府,福岡県,Large_Truck,1.6,Completed
2024-01-27,福岡県,大阪府,Medium_Truck,23.7,Delayed
2023-12-23,広島県,福岡県,Refrigerated,18.6,Completed
2023-09-01,広島県,大阪府,Refrigerated,16.0,Completed
2023-12-31,北海道,広島県,Medium_Truck,23.4,On_Time
2023-02-13,大阪府,北海道,Large_Truck,6.7,On_Time
2023-04-12,東京都,北海道,Refrigerated,23.2,On_Time
2023-09-19,宮城県,北海道,Refrigerated,24.9,Completed
2023-02-25,大阪府,北海道,Light_Van,18.1,On_Time
2023-02-21,北海道,大阪府,Light_Van,6.8,On_Time
2023-05-25,愛知県,大阪府,Refrigerated,16.7,Delayed
2023-02-03,愛知県,大阪府,Refrigerated,7.9,Completed
2023-10-01,北海道,愛知県,Refrigerated,18.9,Completed
2023-01-29,大阪府,宮城県,Large_Truck,12.1,On_Time
2023-07-19,東京都,福岡県,Large_Truck,5.0,On_Time
2023-12-22,福岡県,広島県,Medium_Truck,8.0,Delayed
2023-12-13,東京都,宮城県,Large_Truck,29.9,Completed
2023-07-23,北海道,愛知県,Large_Truck,18.0,Delayed
2023-09-23,愛知県,福岡県,Medium_Truck,9.6,Completed
2023-09-29,大阪府,広島県,Medium_Truck,4.4,Completed
2023-01-25,北海道,広島県,Refrigerated,14.1,Delayed
2023-03-15,大阪府,北海道,Light_Van,28.1,On_Time
2023-08-29,愛知県,広島県,Refrigerated,12.6,On_Time
2023-12-10,愛知県,東京都,Refrigerated,21.6,Completed
2023-08-05,愛知県,福岡県,Refrigerated,19.8,Completed
2023-03-29,福岡県,宮城県,Light_Van,3.2,On_Time
2023-10-29,福岡県,広島県,Large_Truck,2.7,Delayed
2023-05-28,広島県,宮城県,Large_Truck,12.6,On_Time
2023-05-06,大阪府,東京都,Medium_Truck,8.0,Completed
2023-05-25,宮城県,大阪府,Light_Van,10.2,Delayed
2023-01-16,広島県,宮城県,Light_Van,7.9,Delayed
2023-10-15,福岡県,大阪府,Medium_Truck,10.3,Completed
2023-05-02,宮城県,愛知県,Light_Van,14.1,Completed
2023-09-28,広島県,宮城県,Refrigerated,23.3,Delayed
2023-03-03,福岡県,北海道,Light_Van,9.2,Delayed
2023-06-17,東京都,大阪府,Light_Van,11.8,On_Time
2023-12-16,大阪府,広島県,Medium_Truck,36.9,Completed
2023-09-13,広島県,福岡県,Light_Van,5.0,On_Time
2023-04-26,広島県,北海道,Large_Truck,20.7,Completed
2023-04-06,広島県,愛知県,Large_Truck,17.6,Delayed
2023-10-04,東京都,大阪府,Light_Van,10.2,Completed
2023-09-20,大阪府,宮城県,Medium_Truck,18.1,Completed
2023-03-16,福岡県,大阪府,Large_Truck,31.5,Completed
2023-06-17,宮城県,東京都,Refrigerated,18.3,Delayed
2023-08-01,宮城県,福岡県,Large_Truck,3.8,Completed
2023-05-30,宮城県,北海道,Medium_Truck,3.3,On_Time
2023-03-01,福岡県,宮城県,Large_Truck,2.9,Completed
2023-05-12,宮城県,大阪府,Medium_Truck,6.1,On_Time
2023-12-24,大阪府,東京都,Large_Truck,6.0,Completed
2023-08-13,北海道,広島県,Large_Truck,9.2,Delayed
2023-12-10,東京都,北海道,Medium_Truck,33.4,On_Time
2023-04-21,大阪府,東京都,Medium_Truck,3.3,On_Time
2023-11-03,北海道,福岡県,Medium_Truck,11.2,Completed
2023-12-18,大阪府,東京都,Large_Truck,30.5,On_Time
2023-08-06,福岡県,北海道,Large_Truck,13.3,Completed
2023-03-04,愛知県,広島県,Medium_Truck,34.1,Completed
2023-04-26,広島県,北海道,Refrigerated,8.2,Completed
2023-12-20,東京都,愛知県,Refrigerated,34.7,Delayed
2024-01-07,広島県,福岡県,Large_Truck,19.0,Delayed
2023-07-13,東京都,宮城県,Large_Truck,15.9,Completed
2023-03-06,福岡県,宮城県,Refrigerated,30.5,On_Time
2023-02-04,東京都,広島県,Large_Truck,7.8,On_Time
2023-10-17,宮城県,広島県,Medium_Truck,15.8,Delayed
2023-12-22,宮城県,広島県,Light_Van,1.9,Delayed
2023-04-02,愛知県,福岡県,Large_Truck,17.9,On_Time
2024-01-10,大阪府,福岡県,Refrigerated,12.0,On_Time
2023-03-23,愛知県,広島県,Large_Truck,18.1,On_Time
2023-12-11,宮城県,愛知県,Refrigerated,32.2,Delayed
2023-03-18,広島県,宮城県,Large_Truck,22.9,Delayed
2023-02-09,宮城県,愛知県,Refrigerated,9.1,Completed
2024-01-31,宮城県,大阪府,Refrigerated,1.8,Delayed
2023-01-15,北海道,宮城県,Refrigerated,6.6,Delayed
2023-11-06,東京都,広島県,Large_Truck,15.8,Completed
2023-10-22,大阪府,北海道,Large_Truck,9.2,On_Time
2023-01-01,愛知県,東京都,Medium_Truck,4.9,Completed
2023-09-14,北海道,広島県,Refrigerated,2.5,On_Time
2023-05-21,愛知県,福岡県,Medium_Truck,9.6,Delayed
2023-03-30,北海道,愛知県,Large_Truck,31.2,On_Time
2023-02-17,福岡県,宮城県,Large_Truck,3.6,Delayed
2023-11-21,大阪府,北海道,Large_Truck,6.5,Completed
2023-06-23,宮城県,愛知県,Large_Truck,14.8,Delayed
2024-01-05,宮城県,北海道,Medium_Truck,15.2,On_Time
2023-12-20,愛知県,大阪府,Refrigerated,3.8,On_Time
2023-07-24,宮城県,広島県,Large_Truck,10.5,Delayed
2023-09-07,宮城県,福岡県,Large_Truck,5.2,Delayed
2023-11-05,宮城県,北海道,Large_Truck,21.5,On_Time
